conm,cusip,cusip9digit,gvkey,id1,loc,ticker
ALIEN TECHNOLOGY CORP -REDH,01625U10,01625U106,174309,752,USA,RFID.
ALIBRIS INC-REDH,01609T10,01609T109,264267,750,USA,ALBR
ALGOREX CORP,01586710,015867104,1264,747,USA,3ALGD
ALFORD REFRIGERATED WHSES,01542P10,01542P107,123134,746,USA,ALFO
ALLECO INC,01678393,016783938,1277,777,USA,5566C
ALLDIGITAL HOLDINGS INC,01677T10,01677T106,187764,776,USA,ADGL
ALL-AMERICAN TERM TRUST INC,01644010,016440109,27848,773,USA,3AATTZ
ALLEGHENY & WESTERN ENERGY,01722710,017227109,11702,779,USA,ALGH
ALL AMERN FOOD GROUP INC,01643530,016435307,64133,767,USA,AAFGQ
ALLEGHENY ENRG SUPPLY CO LLC,01736300,017363003,156416,782,USA,AYE5
ALLEGIANT BANCORP INC,01747610,017476102,61364,791,USA,ALLE.1
ALLERION INC,01849X10,01849X100,10826,805,USA,3AERI
ALLERGAN SPCLTY THERAPEUTICS,01849410,018494104,66616,803,USA,ASTI.1
ALLERCARE INC,01848810,018488106,20069,800,USA,ALLR.2
ALLERGY RESEARCH GROUP INC,01849R10,01849R103,65666,804,USA,3ALRG
ALLERGAN LIGAND RETND THERAP,01849P10,01849P107,61952,802,USA,ALRI
ALLEN ORGAN CO  -CL B,01775310,017753104,1283,797,USA,AORGB
ALLEGRO MICROSYSTEMS-REDH,01748910,017489105,179434,796,USA,ALGM
ALLEGIANCE BANCORP INC,01747F10,01747F102,19061,787,USA,ALLG.
ALLEGHENY VALLEY BANCORP INC,01742710,017427105,28267,786,USA,AVLY
ALLIANCE ALL-MKT ADVANTGE FD,01852M10,01852M108,30876,808,USA,AMO.2
ALLIANCE NEW YORK MUN INC FD,01871410,018714105,146887,828,USA,AYN
ALLIANCE HEALTHCARE SVCS INC,01860630,018606301,13657,821,USA,AIQ.1
ALLIANCE NEW EUROPE FUND INC,01871310,018713107,21157,827,USA,ANE.2
ALLIANCE MMA INC,01862610,018626101,27868,826,USA,AMMA
ALLIANCE MEDICAL CORP,01899X93,01899X935,145081,825,USA,ALMC.1
ALLIANCE MEDIA HOLDINGS INC,01863R10,01863R104,143217,824,USA,ADTR
ALLIANCE GLOBAL ENVIRON FD,01859L10,01859L103,21955,820,USA,AEF.2
ALLIANCE FINANCIAL CORP/NY,01920510,019205103,17908,819,USA,ALNC
ALLIANCE DATA SYS -PRO FORMA,01899Q93,01899Q930,22441,815,USA,ADS.P
ALLIANCE CALIF MUN INCOME FD,01854610,018546101,146885,814,USA,AKP
ALLIANCE BANCORP OF PA,01890A10,01890A108,31576,811,USA,ALLB
ALLIANCE BANCORP NEW ENGLAND,01852Q10,01852Q109,17237,810,USA,ANE.1
ALLIANCE NORTHWEST INDS INC,01871610,018716100,1286,829,USA,3ALNI
ALLIANCEBERNSTEIN NATL MUN,01864U10,01864U106,146886,837,USA,AFB
ALLIANCEBERNSTEIN LP,01899V93,01899V939,16051,836,USA,8622B
ALLIANCEBERNSTEIN INCOME FD,01881E10,01881E101,14682,835,USA,ACG
ALLIANCEBERNSTEIN GLB HI INC,01879R10,01879R106,28654,833,USA,AWF
ALLIANCE WORLD DLR GOVT FD,01879610,018796102,25897,832,USA,AWG
ALLIED BANK CAPITAL INC,01887110,018871103,25513,850,USA,ABCI.2
ALLICO CORPORATION,01883610,018836106,8083,848,USA,3ALCP
ALLIED BANKSHARES INC/GA,01887P10,01887P100,16632,851,USA,ABGA
ALLIANZGI GLBL EQ & CONV INC,01882W10,01882W100,178425,846,USA,NGZ
ALLIANZGI INTL & PREM STRAT,01882X10,01882X108,163847,847,USA,NAI
ALLIANZGI EQUITY & CONV INCM,01882910,018829101,176794,845,USA,NIE
ALLIANZGI CONV & INCOME FUND,01882810,018828103,153252,843,USA,NCV
ALLIANZGI DIV INT & PRE STGY,01883A10,01883A107,163029,844,USA,NFJ
ALLIANZGI CON INCM 2024 TARG,01883H10,01883H102,32050,841,USA,CBH
ALLIANZGI CONV & INCM FD II,01882510,018825109,155324,842,USA,NCZ
ALLIANT COMPUTER SYSTEMS CP,01880010,018800102,12872,838,USA,3ALCS
ALLIANZGI AI OPPO FD,01883M10,01883M101,35813,840,USA,AIO
ALLIED CAPITAL CORP,01903Q10,01903Q108,116004,854,USA,ALD.1
ALLIED CAPITAL COML CORP,01902910,019029107,25448,853,USA,ALCC.1
ALLIED HEALTHCARE INTL INC,01923A10,01923A109,25972,863,USA,AHCI
ALLIED STORES,01951900,019519008,1301,871,USA,9174A
ALLIED CLINICAL LABS,01907610,019076108,22850,858,USA,ACLB
ALLIED CAPITAL CORP-OLD,01999Y10,01999Y106,29227,857,USA,ALLC.1
ALLIED CAPITAL CORP -OLD,01903310,019033109,16633,856,USA,ALLC.
ALLIQUA BIOMEDICAL INC,01962130,019621309,185495,875,USA,ALQA
ALLMERICA SECS TR,01992110,019921105,14768,879,USA,ALM.2
ALLMERICA PPTY &CASUALTY COS,01975T10,01975T105,14826,878,USA,APY.1
ALLIS-CHALMERS ENERGY INC,01964550,019645506,1308,876,USA,ALY
ALLSCRIPTS HLTHCR SOLTNS-OLD,01999Y93,01999Y932,122255,886,USA,MDRX.
ALLOY COMPUTER PRODUCTS INC,01984710,019847102,12359,883,USA,AYCP
ALLOU HEALTHCARE INC,01978210,019782101,15848,882,USA,ALUHQ
ALLTEL ILLINOIS INC,02099Z00,02099Z001,1337,893,USA,AT1
ALLTEL FLORIDA INC,02099Y00,02099Y004,12315,892,USA,AT6
ALPHA ARCHI INTL QNT MTM ETF,02072L30,02072L300,26716,907,USA,IMOM
ALON BRANDS INC-REDH,02099U93,02099U937,181784,902,USA,ABO
ALPHA ARCHIT US QNT MTM ETF,02072L40,02072L409,26577,909,USA,QMOM
ALPHA ARCHI INTL QNT VAL ETF,02072L20,02072L201,22488,908,USA,IVAL
ALON USA ENERGY INC,02052010,020520102,163939,903,USA,ALJ
ALMACS SUPERMARKETS INC,02199X93,02199X930,28901,898,USA,8391B
ALLTEL PENNSYLVANIA INC,01999Y00,01999Y007,1336,895,USA,AT2
ALLTEL NEW YORK INC,01999X00,01999X009,1335,894,USA,AT4
ALLSTATE LIFE INSURANCE CO,02099B00,02099B004,263562,890,USA,0184A
ALLSTATE LIFE INSUR CO/NY,02099X00,02099X006,63735,889,USA,9626A
ALPHA NATURAL RESOURCES INC,02076X10,02076X102,162448,916,USA,ANRZQ
ALPHARMA INC  -CL A,02081310,020813101,1034,927,USA,ALO.2
ALPHAMARK ACTIVELY MGD SM CP,26922A83,26922A834,23663,925,USA,SMCP
ALPHACLONE INTERNATIONAL ETF,26922A81,26922A818,26489,923,USA,ALFI
ALPHACLONE ALTERNATIVE ALPHA,26922A30,26922A305,10470,922,USA,ALFA
ALPHA ARCTH 100 EMG MKTS ETF,02072L60,02072L607,35240,912,USA,FRDM
ALPHA ARCHITECT VLU MMNT,02072L50,02072L508,31197,911,USA,VMOT
ALPHA ARCHIT US QNT VAL ETF,02072L10,02072L102,22023,910,USA,QVAL
ALPS ALERIAN MLP ETF,00162Q45,00162Q452,185447,938,USA,AMLP
ALPS ALERIAN ENERGY INFRASTR,00162Q67,00162Q676,19060,937,USA,ENFR
ALPS ETF VLCTYSHRS EMG MKTS,00162Q84,00162Q841,17682,946,USA,EMDR
ALPS ETF VLCTYSHRS EMG ASIA,00162Q82,00162Q825,17681,945,USA,ASDR
ALPS EQUAL SECTOR WEIGHT ETF,00162Q20,00162Q205,183222,944,USA,EQL
ALPS BARRON'S 400 ETF,00162Q72,00162Q726,18097,939,USA,BFOR
ALPS EMERG SECTOR DIV DOGS,00162Q66,00162Q668,20098,942,USA,EDOG
ALPS CLEAN ENERGY ETF,00162Q46,00162Q460,33748,940,USA,ACES
ALPS DISRUPTIVE TECHNLG ETF,00162Q47,00162Q478,32890,941,USA,DTEC
ALPS ENH PUT WRITE STGY ETF,00162Q55,00162Q551,25050,943,USA,PUTX
ALPS INTL SECTOR DIV DOGS,00162Q71,00162Q718,18252,949,USA,IDOG
ALPS RIVERFRONT STRAT INC FD,00162Q78,00162Q783,18886,953,USA,RIGS
ALPS SECTOR DIVIDEND DOGS,00162Q85,00162Q858,12033,954,USA,SDOG
ALPS REIT DIVIDEND DOGS ETF,00162Q10,00162Q106,180032,952,USA,RDOG
ALPS MEDICAL BREAKTHROUGHS,00162Q59,00162Q593,22696,951,USA,SBIO
ALPS JEFF TR/J WILDCATTERS,00162Q80,00162Q809,184164,950,USA,WCAT
ALPS GLOBAL CMDTY EQUITY ETF,00162Q30,00162Q304,183592,948,USA,CRBQ
ALPS ETF VLCTYSHRS RUS SELCT,00162Q83,00162Q833,17683,947,USA,RUDR
ALPINE MEADOWS TAHOE INC,02083910,020839106,19960,935,USA,PDRR
ALPS TR/J CRB GBL AGRICULTR,00162Q40,00162Q403,183751,958,USA,CRBA
ALPS SECTOR LEADERS ETF,00162Q57,00162Q577,24956,955,USA,SLDR
ALPS STOXX EUROPE 600 ETF,00162Q63,00162Q635,22078,957,USA,STXX
ALPS SECTOR LOW VOLTY ETF,00162Q56,00162Q569,24952,956,USA,SLOW
ALPS/GS MB MULTI-ASST INDX,00162Q76,00162Q767,16770,965,USA,GSMA
ALPS/GS MB GROWTH MKT EQ &T,00162Q77,00162Q775,16768,964,USA,GSGO
ALPS/GS MB ASIA X-JP EQ & TR,00162Q75,00162Q759,16772,963,USA,GSAX
ALPS U S EQUITY HI VLTY PUT,00162Q73,00162Q734,17437,960,USA,HVPW
ALPS WORKPLACE EQUALITY PRTF,00162Q65,00162Q650,19866,961,USA,EQLT
ALPS/DORSEY WRGHT SCTR MMNTM,00162Q48,00162Q486,29770,962,USA,SWIN
ALPS TR/J CRB GBL IND METALS,00162Q60,00162Q601,183752,959,USA,CRBI
ALTA HEALTH STRATEGIES INC,02127410,021274105,23589,973,USA,AHSI.
ALTAIR NANOTECHNOLOGIES INC,02137330,021373303,64550,978,USA,ALTI
ALTAI INC,02136210,021362108,12489,976,USA,ALTI.
ALTA ENERGY CORP,02127030,021270301,20063,971,USA,ALE.2
ALSIUS CORP -REDH,02120P10,02120P105,174391,970,USA,ICEY
ALPS/GS RSK-ADJ RET US LG CP,00162Q74,00162Q742,16773,966,USA,GSRA
ALTERNATE MARKETING NETWORKS,02145P10,02145P106,61330,981,USA,ALTM.1
ALTEVA INC,02153V10,02153V102,11291,989,USA,ALTV
ALTHEADX INC -REDH,02147710,021477104,22664,991,USA,IDGX
ALTERNATIVE DISTRIBUTORS CP,02145G10,02145G106,9784,982,USA,3ADTBE
